fid,NO,NAME,Признак 1,Признак 2,Признак 3,Признак 4,Признак 5,Признак 6,Признак 7,Признак 8,Признак 9,Признак 10,Признак 11,Признак 12,Признак 13,Признак 14,Признак 15,Признак 16,Признак 17,Признак 18,Признак 19,Признак 20,Признак 21,Признак 22,x,y
2113,1090204,Митино,539,533,0,6,0,0,1000,0,0,1000,0,0,11203,1680,1048,3234,2587,6.36550155893645,5472,1089,0.473,0.394299649443682,4156258,7518612
2114,1090205,Митино,1006,992,4,10,0,0,0,0,0,0,0,0,15903,1283,1431,6036,2437,8.69593017947523,7314.75,1275,0.333,0.283710236037137,4153215,7521213
2115,1090206,Митино,1047,885,0,158,4,0,200,0,0,200,0,21,15586,4901,713,6408,1981,8.80850421032211,9398.25,1545,0.211,0.181024832659402,4155000,7519612
2116,1090207,Митино,597,527,0,68,0,2,0,0,0,0,0,0,18304,1256,2244,3582,2841,5.44815350175912,6027.75,783,0.471,0.417134676797709,4152095,7519656
2117,1090208,Митино,872,872,0,0,0,0,0,0,0,0,0,0,10492,1071,698,5232,1570,6.04956724737578,7605,1470,0.206,0.173002754820937,4152693,7520057
2118,1090209,Митино,1134,1029,3,102,0,0,0,0,0,0,0,42,19604,3760,1465,7056,2641,8.81062843630467,9330.75,2266,0.283,0.227736219199345,4153590,7519423
2119,1090210,Митино,744,661,0,83,0,0,180,0,0,180,0,0,15323,1506,1559,4464,2483,7.75190179379759,5366.25,1041,0.463,0.387529751453432,4154810,7518495
2120,1090211,Митино,315,265,0,50,0,0,0,0,0,0,0,0,6085,1169,504,1890,819,5.72560201301681,2200.5,430,0.372,0.31134765253754,4153196,7518634
2121,1090212,Митино,943,877,2,62,2,0,0,0,0,0,0,0,11657,1334,778,5658,1721,6.7233395426899,7755.75,800,0.222,0.201151272536014,4153460,7517042
2122,1090213,Митино,359,226,0,133,0,0,80,0,0,80,0,0,14625,1632,1806,2154,2245,5.43022345779632,1563.75,1037,1.436,0.863212534845718,4154283,7515728
2123,1090214,Митино,387,150,0,237,0,0,0,0,0,0,0,33,7876,2316,507,2520,927,5.86592811504704,2988,585,0.31,0.259445843828715,4153947,7517356
2124,1090215,Митино,263,225,0,38,0,0,0,0,0,0,0,0,12645,3292,1296,1578,1559,6.15982567698509,0,1369,0,1.13878743608473,4152756,7517633
2125,1090216,Митино,350,350,0,0,0,0,0,0,0,0,0,0,6207,958,525,2100,875,6.75585224805495,0,286,0,3.05944055944056,4153522,7518241
2126,1090217,Митино,1038,1010,0,25,3,0,0,0,0,0,0,0,10858,19915,0,6228,1038,4.52424705712678,0,1001,0,1.03696303696304,4157213,7519629
2127,1090218,Митино,670,670,0,0,0,0,0,0,0,0,0,0,16805,2711,1679,4020,2349,8.08461118748084,7260.75,1299,0.324,0.274423902567248,4156845,7517928
2128,1090219,Митино,855,679,2,170,4,0,0,0,0,0,0,43,57549,6422,7623,5388,8521,7.74040347220878,0,2597,0,3.28109356950327,4155462,7517172
2129,1090221,Митино,822,486,0,336,0,0,700,700,0,0,0,0,13042,4141,662,4932,2184,5.92487373456723,6662.25,1082,0.328,0.282015689059625,4155657,7519101
2130,1090222,Митино,1443,1418,2,23,0,0,0,0,0,0,0,0,23957,2654,2108,8658,3551,6.10966342994869,8388,1487,0.423,0.359594936708861,4152544,7521595
2131,1090223,Митино,769,726,1,42,0,0,0,0,0,0,0,0,11361,326,1070,4614,1839,5.18607000250944,6086.25,1619,0.302,0.238668440349113,4153210,7520321
2132,1090224,Митино,694,608,2,84,0,0,0,0,0,0,0,7,10786,4100,413,4206,1114,8.77375586820379,6423.75,1333,0.173,0.143616849840462,4154456,7520098
2133,1090225,Митино,966,809,2,155,0,0,0,0,0,0,0,0,13307,3130,730,5796,1696,9.021655907634,8145,1464,0.208,0.176501196794672,4153947,7520663
2134,1090226,Митино,1135,800,1,333,0,1,0,0,0,0,0,42,16000,2399,1090,7062,2267,9.07071028031806,8151.75,1636,0.278,0.231616050675589,4154243,7518914
2135,1090227,Митино,859,782,11,66,0,0,0,0,0,0,0,0,31869,21725,832,5154,1691,5.60400843786711,7205,1703,0.235,0.189829366861248,4157663,7517705
2136,1090228,Митино,105,105,0,0,0,0,0,0,0,0,0,0,6683,612,907,630,1012,4.71525927820081,0,170,0,5.95294117647059,4153429,7515038
2137,1090229,Митино,571,554,9,8,0,0,80,0,0,80,0,0,10796,706,1111,3426,1762,5.96800399040726,6203.272,490,0.284,0.263249424197911,4153191,7516027
2138,1090230,Митино,631,390,0,241,0,0,250,0,0,250,0,0,23567,20249,0,3786,881,5.00411695058728,1914.75,1392,0.46,0.266424737279806,4156577,7520378
2139,1090301,Покровское-Стрешнево,448,344,0,104,0,0,0,0,0,0,0,0,12722,3265,1128,2688,1576,5.5,2418,1296,0.652,0.424340333871836,4164709,7513325
2140,1090302,Покровское-Стрешнево,277,261,0,16,0,0,200,0,0,200,0,0,12468,58102,0,1662,477,7.89792847075024,2153.25,1188,0.222,0.142760942760943,4158840,7516222
2141,1090303,Покровское-Стрешнево,146,126,0,20,0,0,366,0,0,366,0,0,13072,2108,1681,876,2193,5.21741708939705,7476.75,468,0.293,0.276031341451902,4160916,7513775
2142,1090304,Покровское-Стрешнево,365,345,2,18,0,0,0,0,0,0,0,0,10753,1017,1258,2190,1623,5.53349827705822,4171.5,1156,0.389,0.304645706241201,4161033,7517005
2143,1090305,Покровское-Стрешнево,374,64,0,310,0,0,228,0,0,228,0,0,10039,2527,878,2244,1480,5.31321944330477,1449,774,1.021,0.665766981556455,4160000,7515567
2144,1090306,Покровское-Стрешнево,258,198,0,60,0,0,0,0,0,0,0,0,10631,3695,898,1548,1156,5.34200310983384,0,1514,0,0.763540290620872,4160639,7516209
2145,1090307,Покровское-Стрешнево,0,0,0,0,0,0,0,0,0,0,0,0,3114,112,500,0,500,5.5,0,804,0,0.621890547263682,4159951,7516626
2146,1090308,Покровское-Стрешнево,298,296,2,0,0,0,0,0,0,0,0,50,12751,7009,609,2088,957,5.0470695782689,2837.25,2075,0.337,0.194819074762074,4161842,7515744
2147,1090309,Покровское-Стрешнево,718,448,0,269,0,1,0,0,0,0,0,69,20228,1542,2327,4722,3114,7.96655073923343,232,5260,13.422,0.567006554989075,4162961,7516590
2148,1090310,Покровское-Стрешнево,290,234,3,47,6,0,0,0,0,0,0,70,13071,5596,886,2160,1246,10,2063.25,1725,0.604,0.328911766646869,4162874,7515391
2149,1090311,Покровское-Стрешнево,69,59,0,10,0,0,0,0,0,0,0,9,6825,7318,0,468,78,7.1984001436812,752,829,0.104,0.0493358633776091,4163652,7514907
2150,1090312,Покровское-Стрешнево,651,595,2,51,0,3,100,0,0,100,0,28,21866,11671,1020,4074,1799,6.17216127279498,4824,1233,0.373,0.297011721974575,4164412,7514995
2151,1090313,Покровское-Стрешнево,371,311,6,53,0,1,0,0,0,0,0,123,11150,2427,960,2964,1454,6.18410899210338,3606.75,1173,0.403,0.304200010460798,4164310,7516791
2152,1090314,Покровское-Стрешнево,345,107,2,236,0,0,528,0,0,528,0,182,8483,918,734,3162,1789,6.60369094805619,3433.5,881,0.521,0.414648279058987,4164215,7515930
2153,1090315,Покровское-Стрешнево,765,740,5,20,0,0,0,0,0,0,0,0,12951,2351,1002,4590,1767,5.50014032337769,5799.5,900,0.305,0.263751026195985,4165196,7516797
2154,1090316,Покровское-Стрешнево,311,266,0,45,0,0,150,0,0,150,0,0,6972,1433,612,1866,1073,5.38383354384457,2610,520,0.411,0.342811501597444,4164902,7515873
2155,1090317,Покровское-Стрешнево,307,241,1,65,0,0,663,0,0,663,0,0,15796,918,2173,1842,3143,4.70309140697906,2562.75,517,1.226,1.02053738128095,4162415,7512630
2156,1090318,Покровское-Стрешнево,217,88,0,129,0,0,1670,0,0,1670,0,0,18221,6277,1774,1302,3661,7.40337432405182,8392.5,1343,0.436,0.37604642802116,4162136,7514227
2157,1090319,Покровское-Стрешнево,616,576,2,38,0,0,0,0,0,0,0,0,17802,4102,1667,3696,2283,9.03769353706011,7560,2087,0.302,0.236653882035866,4165726,7512964
2158,1090320,Покровское-Стрешнево,729,165,32,530,0,2,575,0,0,575,0,16,22639,13240,822,4470,2142,5.82008331399562,3089.25,2813,0.693,0.362912448642467,4165516,7514337
2159,1090321,Покровское-Стрешнево,685,204,0,481,0,0,200,0,0,200,0,0,22565,5508,2158,4110,3043,5.77852694633393,112,2890,27.17,1.01365756162558,4161071,7514965
2160,1090322,Покровское-Стрешнево,778,210,0,568,0,0,500,0,0,500,0,0,36822,10310,3641,4668,4919,8.75385327150087,1378.5,2199,3.568,1.37498252969951,4163333,7513805
2161,1090323,Покровское-Стрешнево,283,96,0,187,0,0,0,0,0,0,0,0,16435,2705,2005,1698,2288,4.63577661828987,2824.5,890,0.81,0.615964463588639,4166297,7516695
2162,1090324,Покровское-Стрешнево,161,66,0,95,0,0,0,0,0,0,0,64,44373,2582,6740,1350,6965,5.79181305280705,150.75,1658,46.202,3.85072563925363,4167271,7514547
2163,1090401,Северное Тушино,711,665,2,42,2,0,0,0,0,0,0,0,10891,933,949,4266,1660,5.83004916898716,9200.25,1076,0.18,0.161537525848437,4160756,7520505
2164,1090402,Северное Тушино,385,305,9,71,0,0,80,0,0,80,0,0,10298,1888,1017,2310,1482,6.35221694644839,4666.5,827,0.318,0.26977336852644,4161756,7520392
2165,1090403,Северное Тушино,217,96,3,115,3,0,0,0,0,0,0,53,8751,1709,904,1620,1174,10,4189.5,939,0.28,0.228916837281856,4162626,7520542
2166,1090404,Северное Тушино,722,589,10,123,0,0,176,0,0,176,0,0,16712,1927,1742,4332,2640,6.65147550941338,7841.25,1513,0.337,0.282224657241361,4161421,7521221
2167,1090405,Северное Тушино,790,483,3,304,0,0,0,0,0,0,0,13,12575,1862,982,4818,1785,6.85580225487056,7274.25,1465,0.245,0.204250936865292,4162290,7521281
2168,1090406,Северное Тушино,473,444,3,26,0,0,0,0,0,0,0,0,8929,1560,755,2838,1228,7.33397411077809,5586.75,1185,0.22,0.181341602982981,4160528,7521363
2169,1090407,Северное Тушино,327,319,0,8,0,0,0,0,0,0,0,0,7496,2434,517,1962,844,4.55411255523861,5087.25,1123,0.166,0.135904351676664,4159887,7520726
2170,1090408,Северное Тушино,713,412,4,297,0,0,168,0,0,168,0,0,19317,56908,0,4278,881,2.8944674734431,2122,1370,0.415,0.252290950744559,4158859,7521098
2171,1090409,Северное Тушино,486,483,3,0,0,0,0,0,0,0,0,6,19663,56794,0,2952,492,2.71417549867558,5674.5,1216,0.087,0.0714026558304913,4159311,7522376
2172,1090410,Северное Тушино,300,262,3,35,0,0,0,0,0,0,0,0,29298,59564,0,1800,300,5.31558109375854,38.158,1472,7.862,0.198654710301836,4161978,7524399
2173,1090411,Северное Тушино,992,904,0,88,0,0,100,0,0,100,0,0,16881,3902,1171,5952,2263,5.97281627328692,6684.75,828,0.339,0.3012212571961,4163792,7524006
2174,1090412,Северное Тушино,691,559,5,127,0,0,0,0,0,0,0,161,23475,2264,2683,5112,3535,5.45268359576104,6876,1454,0.514,0.42436974789916,4164540,7521341
2175,1090413,Северное Тушино,679,610,0,69,0,0,0,0,0,0,0,174,14290,1737,1239,5118,2092,8.43049367186645,7526.25,1990,0.278,0.219834493629318,4163411,7521006
2176,1090414,Северное Тушино,1022,633,5,382,2,0,0,0,0,0,0,90,23933,2986,2379,6672,3491,5.41087456785784,11832.75,2027,0.295,0.251880445173975,4163697,7522998
2177,1090415,Северное Тушино,1274,1006,2,266,0,0,0,0,0,0,0,91,20328,1388,1792,8190,3157,5.36443223212666,13000.5,1876,0.243,0.212213894397204,4163813,7522197
2178,1090416,Северное Тушино,426,193,6,227,0,0,0,0,0,0,0,21,8563,1078,800,2682,1247,7.60898746256218,5208.75,910,0.239,0.203799795709908,4162008,7522169
2179,1090417,Северное Тушино,269,139,0,130,0,0,0,0,0,0,0,0,7591,2435,590,1614,859,10,0,1376,0,0.624273255813954,4162638,7521897
2180,1090418,Северное Тушино,513,239,1,273,0,0,0,0,0,0,0,0,8640,1158,734,3078,1247,9.76013509638943,5301,887,0.235,0.201519069166128,4162255,7522838
2181,1090419,Северное Тушино,851,733,6,110,0,2,0,0,0,0,0,143,25346,57144,0,5964,994,5.22682245360612,14048.25,1814,0.071,0.0626645021986162,4160350,7523033
2182,1090420,Северное Тушино,877,710,3,162,2,0,0,0,0,0,0,0,10695,1511,654,5262,1531,6.16154056103884,8133.75,1272,0.188,0.16277277197459,4161396,7522410
2183,1090501,Строгино,404,274,0,130,0,0,0,0,0,0,0,0,6139,762,492,2424,896,8.55898842556185,4702.5,380,0.191,0.176291195277914,4159735,7510296
2184,1090502,Строгино,916,674,0,242,0,0,0,0,0,0,0,0,17861,5071,1216,5496,2132,5.40891711579278,4803.75,753,0.444,0.383677509335493,4162043,7511632
2185,1090503,Строгино,1022,905,6,111,0,0,0,0,0,0,0,0,38133,61440,0,6132,1022,5.53898400774973,11155.5,2318,0.092,0.0758525995472594,4158546,7514490
2186,1090504,Строгино,742,734,0,8,0,0,0,0,0,0,0,0,17878,43446,0,4452,742,6.9133757359488,5260.5,2008,0.141,0.102084336520603,4157859,7512464
2187,1090505,Строгино,518,488,0,25,5,0,0,0,0,0,0,0,11347,2169,1012,3108,1530,9.19879892393183,3739.5,928,0.409,0.327798607391537,4159430,7511277
2188,1090506,Строгино,1333,1256,0,74,3,0,0,0,0,0,0,0,30384,1965,3404,7998,4737,5.42451012684837,8601.75,1708,0.551,0.459467979339945,4159490,7513457
2189,1090507,Строгино,683,632,4,41,6,0,0,0,0,0,0,0,14170,2344,1288,4098,1971,6.55563040833663,6552,1421,0.301,0.247209331493792,4160368,7511969
2190,1090508,Строгино,460,58,8,394,0,0,200,0,0,200,0,10,8156,1296,673,2820,1343,7.39918184065888,2065.5,688,0.65,0.487742872707463,4160020,7510957
2191,1090509,Строгино,169,55,0,114,0,0,150,0,0,150,0,23,17363,68801,0,1152,342,1.98981226960198,0,837,0,0.408602150537634,4156041,7508608
2192,1090510,Строгино,209,110,0,96,3,0,0,0,0,0,0,6,25094,2983,3470,1290,3685,2.79012238721967,0,1007,0,3.65938430983118,4161931,7509587
2193,1090511,Строгино,19,14,5,0,0,0,0,0,0,0,0,0,9067,1863,1182,114,1201,4.30830772404787,278,350,4.32,1.91242038216561,4159110,7508011
2194,1090512,Строгино,449,135,0,314,0,0,0,0,0,0,0,14,13498,19730,0,2778,463,0.991189896673956,0,430,0,1.07674418604651,4157798,7507647
2195,1090513,Строгино,422,282,0,135,3,2,0,0,0,0,0,0,9597,3533,589,2532,1011,9.43921475830199,4108.5,1095,0.246,0.194292303257423,4159161,7510592
2196,1090514,Строгино,720,635,0,81,4,0,0,0,0,0,0,0,13252,1071,1310,4320,2030,6.55035065079391,6295.5,1479,0.322,0.261110039230819,4158903,7512049
2197,1090515,Строгино,856,703,10,143,0,0,0,0,0,0,0,0,14447,1203,1351,5136,2207,6.47768061024463,6241.5,1265,0.354,0.294011856391128,4159904,7512522
2198,1090516,Строгино,303,260,3,36,4,0,0,0,0,0,0,41,10266,1547,1109,2064,1453,9.62812179824343,3555,1076,0.409,0.313755128481969,4158516,7511575
2199,1090517,Строгино,608,153,0,455,0,0,0,0,0,0,0,46,9296,19588,0,3924,654,2.20784794698591,0,548,0,1.19343065693431,4156905,7507956
2200,1090518,Строгино,62,62,0,0,0,0,0,0,0,0,0,0,22969,69703,0,372,62,0.382930190804342,313.75,1316,0.198,0.0380426445773892,4157117,7506091
2201,1090519,Строгино,95,65,0,30,0,0,0,0,0,0,0,17,5862,876,719,672,831,5.41483885571998,2,439,415.5,1.8843537414966,4158447,7508509
2202,1090520,Строгино,689,333,0,356,0,0,0,0,0,0,0,80,11597,2087,816,4614,1585,3.98728991480053,0,1075,0,1.47441860465116,4157367,7508485
2203,1090521,Строгино,642,550,1,91,0,0,100,0,0,100,0,0,13154,1817,1248,3852,1990,6.12595702679312,6983.75,1275,0.285,0.240956561222945,4159356,7509536
2204,1090522,Строгино,555,181,0,374,0,0,200,0,0,200,0,33,8504,1859,520,3528,1308,5.77566603105295,3766.5,892,0.347,0.280777074165504,4158281,7509038
2205,1090523,Строгино,655,247,2,406,0,0,0,0,0,0,0,118,18915,50786,0,4638,773,5.58316420609624,7773.75,1998,0.099,0.0791055849771024,4157147,7509691
2206,1090524,Строгино,889,688,2,199,0,0,0,0,0,0,0,61,17803,3839,1377,5700,2327,9.77427312838639,9598.5,2590,0.242,0.190917668293884,4158324,7510683
2207,1090525,Строгино,506,219,1,286,0,0,0,0,0,0,0,72,19744,51447,0,3468,578,6.54144289962117,1350,2379,0.428,0.155001340842049,4157513,7511257
2208,1090526,Строгино,1254,1218,1,35,0,0,0,0,0,0,0,0,19419,3069,1471,7524,2725,6.80207743377037,11763,1807,0.232,0.200810611643331,4158384,7509725
2209,1090601,Хорошево-Мневники,702,443,0,258,0,1,600,0,0,600,0,0,19156,4366,1763,4212,3065,4.72551187161367,6904.75,3475,0.444,0.295286495339483,4170451,7503772
2210,1090602,Хорошево-Мневники,364,264,0,100,0,0,0,0,0,0,0,0,6833,3961,115,2184,479,8.97001271918237,1534.5,698,0.312,0.214557670772676,4168047,7505285
2211,1090603,Хорошево-Мневники,697,402,0,295,0,0,3897,0,0,3897,0,0,15705,2685,1473,4182,6067,5.92178248010646,18517.275,2224,0.328,0.292508536722067,4171248,7502775
2212,1090604,Хорошево-Мневники,861,655,0,206,0,0,0,0,0,0,0,0,15478,3243,1178,5166,2039,6.24813993658527,6349.5,1488,0.321,0.260159489633174,4168969,7504358
2213,1090605,Хорошево-Мневники,857,683,0,174,0,0,0,0,0,0,0,0,13593,12703,0,5142,857,5.71107294296864,4497.75,972,0.191,0.156679921385804,4166913,7505832
2214,1090606,Хорошево-Мневники,742,693,2,47,0,0,66,0,0,66,0,0,13784,3542,965,4452,1773,6.6708560194416,5942.25,1258,0.298,0.246241449949655,4169193,7505243
2215,1090607,Хорошево-Мневники,641,221,0,420,0,0,390,0,0,390,0,0,14572,5345,897,3846,1928,5.9561033451955,1658.702,2591,1.162,0.453678869718394,4170361,7504932
2216,1090608,Хорошево-Мневники,499,348,0,150,0,1,0,0,0,0,0,10,16677,3145,1746,3054,2255,7.56984972497108,0,2825,0,0.798230088495575,4170131,7507041
2217,1090609,Хорошево-Мневники,356,276,0,80,0,0,77,0,0,77,0,0,7159,1319,617,2136,1050,8.25,3865.5,747,0.272,0.227642276422764,4168736,7506109
2218,1090610,Хорошево-Мневники,875,615,2,258,0,0,562,0,0,562,0,0,14944,478,1536,5250,2973,5.5,9917,1544,0.3,0.259401448390193,4169378,7507348
2219,1090611,Хорошево-Мневники,668,481,3,184,0,0,0,0,0,0,0,0,11785,789,1165,4008,1833,5.55844918558754,4173.75,1703,0.439,0.311907091504658,4169514,7506118
2220,1090612,Хорошево-Мневники,477,447,0,30,0,0,0,0,0,0,0,0,15622,3041,1620,2862,2097,5.21009465896203,5541.5,2078,0.378,0.275214909114771,4168413,7507260
2221,1090613,Хорошево-Мневники,516,377,6,133,0,0,0,0,0,0,0,0,11695,17454,0,3096,516,6.23207528544376,4932,1326,0.105,0.0824544582933845,4165966,7506090
2222,1090614,Хорошево-Мневники,901,874,1,26,0,0,40,40,0,0,0,0,14697,1122,1362,5406,2303,3.50494003164402,7960.5,1748,0.289,0.237214811762888,4166492,7507709
2223,1090615,Хорошево-Мневники,260,200,0,60,0,0,0,0,0,0,0,0,35533,880,5516,1560,5776,2.91891287940518,314,361,18.395,8.55703703703704,4160444,7506867
2224,1090616,Хорошево-Мневники,1006,680,4,322,0,0,78,0,0,78,0,0,12439,18443,0,6036,1084,4.89584139096928,8757,1402,0.124,0.106703415690521,4165259,7506656
2225,1090617,Хорошево-Мневники,707,514,5,188,0,0,242,0,0,242,0,0,16462,19530,0,4242,949,4.38952559887353,7375.5,1631,0.129,0.105368345084106,4164352,7506689
2226,1090618,Хорошево-Мневники,894,424,0,470,0,0,0,0,0,0,0,0,12928,3024,757,5364,1651,4.73556041164966,6005.25,1303,0.275,0.225909075360038,4165534,7505069
2227,1090619,Хорошево-Мневники,164,56,0,108,0,0,0,0,0,0,0,0,7467,12231,0,984,164,3.24222971404553,884.25,311,0.185,0.137209788747124,4164723,7505768
2228,1090620,Хорошево-Мневники,1015,743,1,271,0,0,0,0,0,0,0,0,15762,2757,1152,6090,2167,4.99799989999225,3762,1858,0.576,0.3855871886121,4167494,7507537
2229,1090621,Хорошево-Мневники,756,458,3,295,0,0,230,0,0,230,0,0,15872,1405,1655,4536,2641,5.75490124193775,10674,1753,0.247,0.212521123360425,4166181,7506862
2230,1090622,Хорошево-Мневники,983,620,0,362,0,1,0,0,0,0,0,0,13809,1860,1008,5898,1991,6.10637598573867,9893.25,1480,0.201,0.175059899325171,4167136,7506598
2231,1090623,Хорошево-Мневники,692,637,5,50,0,0,0,0,0,0,0,0,11405,3681,595,4152,1287,5.17675885090764,6680.25,1101,0.193,0.165397590361446,4167970,7506395
2232,1090624,Хорошево-Мневники,408,401,0,7,0,0,0,0,0,0,0,0,10919,4429,674,2448,1082,9.04112900289622,3692.25,1422,0.293,0.211565723224324,4167939,7505731
